unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI102-2025-D102-5-Re,GRI 102,Climate Change,topic,102-5,Scope 1 GHG emissions,e,"report the consolidation approach for Scope 1 GHG emissions that is consistently applied across Scope 1, Scope 2, and Scope 3 GHG emissions, whether equity share, financial control, or operational control;",shall,True,2025,1,
GRI102-2025-D102-5-Rf,GRI 102,Climate Change,topic,102-5,Scope 1 GHG emissions,f,"report standards, methodologies, assumptions, and calculation tools used, including the source of the emission factors used. Gross Scope 1 GHG emissions include those from energy consumption as reported under 103-",shall,True,2025,1,
GRI102-2025-D102-6-Ra-i,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,a.i,"report gross location-based and, if applicable, market-based Scope 2 GHG emissions in metric tons of CO equivalent, and in the calculation: 2: include emissions of CO, CH , and N O; 2 4 2",shall,True,2025,2,a
GRI102-2025-D102-6-Ra-ii,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,a.ii,"report gross location-based and, if applicable, market-based Scope 2 GHG emissions in metric tons of CO equivalent, and in the calculation: 2: include biogenic non-CO GHG emissions from electricity use; 2",shall,True,2025,2,a
GRI102-2025-D102-6-Ra-iii,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,a.iii,"report gross location-based and, if applicable, market-based Scope 2 GHG emissions in metric tons of CO equivalent, and in the calculation: 2: exclude GHG removals, GHG trades, and avoided emissions;",shall,True,2025,2,a
GRI102-2025-D102-6-Ra-iv,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,a.iv,"report gross location-based and, if applicable, market-based Scope 2 GHG emissions in metric tons of CO equivalent, and in the calculation: 2: use the global warming potential (GWP) values based on a 100-year timeframe from the latest IPCC assessment report;",shall,True,2025,2,a
GRI102-2025-D102-6-Rb,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,b,"provide a breakdown of gross location-based Scope 2 GHG emissions by CO CH, and 2, 4 NO in metric tons and metric tons of CO equivalent; 2 2",shall,True,2025,1,
GRI102-2025-D102-6-Rc,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,c,"report location-based and, if applicable, market-based biogenic CO₂ emissions from electricity use in metric tons, separately from gross Scope 2 GHG emissions;",shall,True,2025,1,
GRI102-2025-D102-6-Rd-i,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,d.i,"report the base year for the calculation, including: the rationale for choosing it;",shall,True,2025,2,d
GRI102-2025-D102-6-Rd-ii,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,d.ii,"report the base year for the calculation, including: base year emissions in metric tons of CO₂ equivalent separately for gross Scope 2 GHG emissions and biogenic CO emissions; 2",shall,True,2025,2,d
GRI102-2025-D102-6-Rd-iii,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,d.iii,"report the base year for the calculation, including: the context for any significant changes in emissions that triggered recalculations of base year emissions;",shall,True,2025,2,d
GRI102-2025-D102-6-Rd-iv,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,d.iv,"report the base year for the calculation, including: the previously reported base year emissions, if base year emissions are recalculated;",shall,True,2025,2,d
GRI102-2025-D102-6-Re,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,e,"report the consolidation approach for Scope 2 GHG emissions that is consistently applied across Scope 1, Scope 2, and Scope 3 GHG emissions, whether equity share, financial control, or operational control;",shall,True,2025,1,
GRI102-2025-D102-6-Rf,GRI 102,Climate Change,topic,102-6,Scope 2 GHG emissions,f,"report standards, methodologies, assumptions, and calculation tools used, including the source of the emission factors used. Gross Scope 2 GHG emissions include those from the generation of purchased or acquired",shall,True,2025,1,
GRI102-2025-D102-7-Ra-i,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,a.i,"report gross Scope 3 GHG emissions in metric tons of CO₂ equivalent, and in the calculation: include GHG emissions for each Scope 3 category;",shall,True,2025,2,a
GRI102-2025-D102-7-Ra-ii,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,a.ii,"report gross Scope 3 GHG emissions in metric tons of CO₂ equivalent, and in the calculation: include emissions of CO, CH , NO, HFCs, PFCs, SF, and NF ; 2 4 2 6 3",shall,True,2025,2,a
GRI102-2025-D102-7-Ra-iii,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,a.iii,"report gross Scope 3 GHG emissions in metric tons of CO₂ equivalent, and in the calculation: include biogenic non-CO GHG emissions from the combustion or biodegradation of 2 biomass in the upstream and downstream value chain;",shall,True,2025,2,a
GRI102-2025-D102-7-Ra-iv,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,a.iv,"report gross Scope 3 GHG emissions in metric tons of CO₂ equivalent, and in the calculation: exclude GHG removals, GHG trades, and avoided emissions;",shall,True,2025,2,a
GRI102-2025-D102-7-Ra-v,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,a.v,"report gross Scope 3 GHG emissions in metric tons of CO₂ equivalent, and in the calculation: use the global warming potential (GWP) values based on a 100-year timeframe from the latest IPCC assessment report;",shall,True,2025,2,a
GRI102-2025-D102-7-Rb,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,b,provide a breakdown of gross Scope 3 GHG emissions by each of the 15 Scope 3 categories in metric tons of CO equivalent; 2,shall,True,2025,1,
GRI102-2025-D102-7-Rc,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,c,"report biogenic CO₂ emissions from the combustion or biodegradation of biomass in the upstream and downstream value chain in metric tons, separately from gross Scope 3 GHG emissions, and a breakdown of this total by each of the 15 Scope 3 categories;",shall,True,2025,1,
GRI102-2025-D102-7-Rd-i,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,d.i,"report the base year for the calculation, including: the rationale for choosing it;",shall,True,2025,2,d
GRI102-2025-D102-7-Rd-ii,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,d.ii,"report the base year for the calculation, including: base year emissions in metric tons of CO equivalent separately for gross Scope 3 2 GHG emissions and biogenic CO emissions; 2",shall,True,2025,2,d
GRI102-2025-D102-7-Rd-iii,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,d.iii,"report the base year for the calculation, including: the context for any significant changes in emissions that triggered recalculations of base year emissions;",shall,True,2025,2,d
GRI102-2025-D102-7-Rd-iv,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,d.iv,"report the base year for the calculation, including: the previously reported base year emissions, if base year emissions are recalculated;",shall,True,2025,2,d
GRI102-2025-D102-7-Re,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,e,"report the consolidation approach for Scope 3 GHG emissions that is consistently applied across Scope 1, Scope 2, and Scope 3 GHG emissions, whether equity share, financial control, or operational control;",shall,True,2025,1,
GRI102-2025-D102-7-Rf,GRI 102,Climate Change,topic,102-7,Scope 3 GHG emissions,f,"report standards, methodologies, assumptions, and calculation tools used, including the sources of the emission factors used. Scope 3 GHG emissions are all indirect GHG emissions (not included in Scope 2) that occur in",shall,True,2025,1,
GRI102-2025-D102-8-Ra,GRI 102,Climate Change,topic,102-8,GHG emissions intensity,a,"report GHG emissions intensity ratio(s), including the gross GHG emissions in metric tons of CO₂ equivalent (the numerator) and the organization-specific metric (the denominator) chosen to calculate the ratio(s);",shall,True,2025,1,
GRI102-2025-D102-8-Rb,GRI 102,Climate Change,topic,102-8,GHG emissions intensity,b,"report the scope(s) of GHG emissions included in the intensity ratio(s), whether Scope 1, Scope 2, or Scope 3. GHG emissions intensity ratios are obtained by dividing the organization’s gross GHG",shall,True,2025,1,
GRI102-2025-D102-9-Ra,GRI 102,Climate Change,topic,102-9,GHG removals in the value chain,a,"report the total Scope 1 GHG removals in metric tons of CO₂ equivalent, excluding any GHG trades, and a breakdown of this total by each storage pool;",shall,True,2025,1,
GRI102-2025-D102-9-Rb,GRI 102,Climate Change,topic,102-9,GHG removals in the value chain,b,"for each type of storage pool, describe how quality criteria are monitored to manage the risk of non-permanence;",shall,True,2025,1,
GRI102-2025-D102-9-Rc,GRI 102,Climate Change,topic,102-9,GHG removals in the value chain,c,report the intended use of GHG removals;,shall,True,2025,1,
GRI102-2025-D102-9-Rd-i,GRI 102,Climate Change,topic,102-9,GHG removals in the value chain,d.i,"describe the impacts on people and the environment from its Scope 1 GHG removals and the actions taken to manage them, including for: workers, local communities, and Indigenous Peoples;",shall,True,2025,2,d
GRI102-2025-D102-9-Rd-ii,GRI 102,Climate Change,topic,102-9,GHG removals in the value chain,d.ii,"describe the impacts on people and the environment from its Scope 1 GHG removals and the actions taken to manage them, including for: biodiversity;",shall,True,2025,2,d
GRI102-2025-D102-9-Re,GRI 102,Climate Change,topic,102-9,GHG removals in the value chain,e,"report standards, methodologies, assumptions, and calculation tools used.",shall,True,2025,1,
GRI102-2025-D102-10-Ra,GRI 102,Climate Change,topic,102-10,Carbon credits,a,report the total amount of carbon credits canceled in metric tons of CO₂ equivalent and a breakdown of this total by removal or reduction projects;,shall,True,2025,1,
GRI102-2025-D102-10-Rb-i,GRI 102,Climate Change,topic,102-10,Carbon credits,b.i,"for each project where carbon credits have been canceled, report: project name and ID;",shall,True,2025,2,b
GRI102-2025-D102-10-Rb-ii,GRI 102,Climate Change,topic,102-10,Carbon credits,b.ii,"for each project where carbon credits have been canceled, report: project type;",shall,True,2025,2,b
GRI102-2025-D102-10-Rb-iii,GRI 102,Climate Change,topic,102-10,Carbon credits,b.iii,"for each project where carbon credits have been canceled, report: cancelation serial number, cancellation date, and vintage;",shall,True,2025,2,b
GRI102-2025-D102-10-Rb-iv,GRI 102,Climate Change,topic,102-10,Carbon credits,b.iv,"for each project where carbon credits have been canceled, report: host country and issuing registry;",shall,True,2025,2,b
GRI102-2025-D102-10-Rc-i,GRI 102,Climate Change,topic,102-10,Carbon credits,c.i,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: additionality;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-ii,GRI 102,Climate Change,topic,102-10,Carbon credits,c.ii,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: credible baselines;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-iii,GRI 102,Climate Change,topic,102-10,Carbon credits,c.iii,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: permanence;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-iv,GRI 102,Climate Change,topic,102-10,Carbon credits,c.iv,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: leakage avoidance;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-v,GRI 102,Climate Change,topic,102-10,Carbon credits,c.v,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: unique issuance and claiming;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-vi,GRI 102,Climate Change,topic,102-10,Carbon credits,c.vi,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: regular monitoring;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-vii,GRI 102,Climate Change,topic,102-10,Carbon credits,c.vii,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: independent validation and verification;",shall,True,2025,2,c
GRI102-2025-D102-10-Rc-viii,GRI 102,Climate Change,topic,102-10,Carbon credits,c.viii,"for each carbon credit project reported under 102-10-b, describe how the project adheres to each of the following quality criteria: GHG program governance;",shall,True,2025,2,c
GRI102-2025-D102-10-Rd,GRI 102,Climate Change,topic,102-10,Carbon credits,d,report the purpose of carbon credit cancelation;,shall,True,2025,1,
GRI102-2025-D102-10-Re-i,GRI 102,Climate Change,topic,102-10,Carbon credits,e.i,"describe the impacts on people and the environment from projects where carbon credits are purchased and how the organization continuously monitors and evaluates them, including: the categories of stakeholders consulted in project implementation;",shall,True,2025,2,e
GRI102-2025-D102-10-Re-ii,GRI 102,Climate Change,topic,102-10,Carbon credits,e.ii,"describe the impacts on people and the environment from projects where carbon credits are purchased and how the organization continuously monitors and evaluates them, including: how human rights are respected;",shall,True,2025,2,e
GRI102-2025-D102-10-Re-iii,GRI 102,Climate Change,topic,102-10,Carbon credits,e.iii,"describe the impacts on people and the environment from projects where carbon credits are purchased and how the organization continuously monitors and evaluates them, including: how socio-economic benefits are provided to local communities and Indigenous Peoples;",shall,True,2025,2,e
GRI102-2025-D102-10-Re-iv,GRI 102,Climate Change,topic,102-10,Carbon credits,e.iv,"describe the impacts on people and the environment from projects where carbon credits are purchased and how the organization continuously monitors and evaluates them, including: how biodiversity is conserved;",shall,True,2025,2,e
GRI102-2025-D102-10-Re-v,GRI 102,Climate Change,topic,102-10,Carbon credits,e.v,"describe the impacts on people and the environment from projects where carbon credits are purchased and how the organization continuously monitors and evaluates them, including: how trade-offs are assessed.",shall,True,2025,2,e
